Timestamp,Potentiometer Value,Voltage
2025-02-10 11:47:20,0,0.0
2025-02-10 11:47:25,0,0.0
2025-02-10 11:47:30,0,0.0
2025-02-10 11:47:35,0,0.0
2025-02-10 11:47:40,0,0.0
2025-02-10 11:47:45,0,0.0
2025-02-10 11:47:50,0,0.0
2025-02-10 11:47:55,0,0.0
2025-02-10 11:48:00,0,0.0
2025-02-10 11:48:05,0,0.0
2025-02-10 11:48:10,0,0.0
2025-02-10 11:48:15,0,0.0
2025-02-10 11:48:20,0,0.0
2025-02-10 11:48:25,0,0.0
2025-02-10 11:48:30,0,0.0
2025-02-10 11:48:35,0,0.0
2025-02-10 11:48:40,0,0.0
2025-02-10 11:48:45,0,0.0
2025-02-10 11:48:50,0,0.0
2025-02-10 11:48:55,0,0.0
2025-02-10 11:49:00,0,0.0
2025-02-10 11:49:05,0,0.0
2025-02-10 11:49:10,0,0.0
2025-02-10 11:49:15,0,0.0
2025-02-10 11:49:20,0,0.0
2025-02-10 11:49:25,0,0.0
2025-02-10 11:49:30,0,0.0
2025-02-10 11:49:35,0,0.0
2025-02-10 11:49:40,0,0.0
2025-02-10 11:49:45,0,0.0
2025-02-10 11:49:50,0,0.0
2025-02-10 11:49:55,0,0.0
2025-02-10 11:50:00,0,0.0
2025-02-10 11:50:05,0,0.0
2025-02-10 11:50:10,0,0.0
2025-02-10 11:50:15,0,0.0
2025-02-10 11:50:20,0,0.0
2025-02-10 11:50:25,0,0.0
2025-02-10 11:50:30,0,0.0
2025-02-10 11:50:35,0,0.0
2025-02-10 11:50:40,0,0.0
2025-02-10 11:50:45,0,0.0
2025-02-10 11:50:50,0,0.0
2025-02-10 11:50:55,0,0.0
2025-02-10 11:51:00,0,0.0
2025-02-10 11:51:05,0,0.0
2025-02-10 11:51:10,0,0.0
2025-02-10 11:51:15,0,0.0
2025-02-10 11:51:20,0,0.0
2025-02-10 11:51:25,0,0.0
2025-02-10 11:51:30,0,0.0
2025-02-10 11:51:35,0,0.0
2025-02-10 11:51:40,0,0.0
2025-02-10 11:51:45,0,0.0
2025-02-10 11:51:50,0,0.0
2025-02-10 11:51:55,0,0.0
2025-02-10 11:52:00,0,0.0
2025-02-10 11:52:05,0,0.0
2025-02-10 11:52:10,0,0.0
2025-02-10 11:52:15,0,0.0
2025-02-10 11:52:20,0,0.0
2025-02-10 11:52:25,0,0.0
2025-02-10 11:52:30,0,0.0
2025-02-10 11:52:35,0,0.0
2025-02-10 11:52:40,0,0.0
2025-02-10 11:52:45,0,0.0
2025-02-10 11:52:50,0,0.0
2025-02-10 11:52:55,0,0.0
2025-02-10 11:53:00,0,0.0
2025-02-10 11:53:05,0,0.0
2025-02-10 11:53:10,0,0.0
2025-02-10 11:53:15,0,0.0
2025-02-10 11:53:20,0,0.0
2025-02-10 11:53:25,0,0.0
2025-02-10 11:53:30,0,0.0
2025-02-10 11:53:35,0,0.0
2025-02-10 11:53:40,0,0.0
2025-02-10 11:53:45,0,0.0
2025-02-10 11:53:50,0,0.0
2025-02-10 11:53:55,0,0.0
2025-02-10 11:54:00,0,0.0
2025-02-10 11:54:05,0,0.0
2025-02-10 11:54:10,0,0.0
2025-02-10 11:54:15,0,0.0
2025-02-10 11:54:20,0,0.0
2025-02-10 11:54:25,0,0.0
2025-02-10 11:54:30,0,0.0
2025-02-10 11:54:35,0,0.0
2025-02-10 11:54:40,0,0.0
2025-02-10 11:54:45,0,0.0
2025-02-10 11:54:50,0,0.0
2025-02-10 11:54:55,0,0.0
2025-02-10 11:55:00,0,0.0
2025-02-10 11:55:05,0,0.0
2025-02-10 11:55:10,0,0.0
2025-02-10 11:55:15,0,0.0
2025-02-10 11:55:20,0,0.0
2025-02-10 11:55:25,0,0.0
2025-02-10 11:55:30,0,0.0
2025-02-10 11:55:35,0,0.0
2025-02-10 11:55:40,0,0.0
2025-02-10 11:55:45,0,0.0
2025-02-10 11:55:50,0,0.0
2025-02-10 11:55:55,0,0.0
2025-02-10 11:56:00,0,0.0
2025-02-10 11:56:05,0,0.0
2025-02-10 11:56:10,0,0.0
2025-02-10 11:56:15,0,0.0
2025-02-10 11:56:20,0,0.0
2025-02-10 11:56:25,0,0.0
2025-02-10 11:56:30,0,0.0
2025-02-10 11:56:35,0,0.0
2025-02-10 11:56:40,0,0.0
2025-02-10 11:56:45,0,0.0
2025-02-10 11:56:50,0,0.0
2025-02-10 11:56:55,0,0.0
2025-02-10 11:57:00,0,0.0
2025-02-10 11:57:05,0,0.0
2025-02-10 11:57:10,0,0.0
2025-02-10 11:57:15,0,0.0
2025-02-10 11:57:20,0,0.0
2025-02-10 11:57:25,0,0.0
2025-02-10 11:57:30,0,0.0
2025-02-10 11:57:35,0,0.0
2025-02-10 11:57:41,0,0.0
2025-02-10 11:57:46,0,0.0
2025-02-10 11:57:51,0,0.0
2025-02-10 11:57:56,0,0.0
2025-02-10 11:58:01,0,0.0
2025-02-10 11:58:06,0,0.0
2025-02-10 11:58:11,0,0.0
2025-02-10 11:58:16,0,0.0
2025-02-10 11:58:21,0,0.0
2025-02-10 11:58:26,0,0.0
2025-02-10 11:58:31,0,0.0
2025-02-10 11:58:36,0,0.0
2025-02-10 11:58:41,0,0.0
2025-02-10 11:58:46,0,0.0
2025-02-10 11:58:51,0,0.0
2025-02-10 11:58:56,0,0.0
2025-02-10 11:59:01,0,0.0
2025-02-10 11:59:06,0,0.0
2025-02-10 11:59:11,0,0.0
2025-02-10 11:59:16,0,0.0
2025-02-10 11:59:21,0,0.0
2025-02-10 11:59:26,0,0.0
2025-02-10 11:59:31,0,0.0
2025-02-10 11:59:36,0,0.0
2025-02-10 11:59:41,0,0.0
2025-02-10 11:59:46,0,0.0
2025-02-10 11:59:51,0,0.0
2025-02-10 11:59:56,0,0.0
2025-02-10 12:00:01,0,0.0
2025-02-10 12:00:06,0,0.0
2025-02-10 12:00:11,0,0.0
2025-02-10 12:00:16,0,0.0
2025-02-10 12:00:21,0,0.0
2025-02-10 12:00:26,0,0.0
2025-02-10 12:00:31,0,0.0
2025-02-10 12:00:36,0,0.0
2025-02-10 12:00:41,0,0.0
2025-02-10 12:00:46,0,0.0
2025-02-10 12:00:51,0,0.0
2025-02-10 12:00:56,0,0.0
2025-02-10 12:01:01,0,0.0
2025-02-10 12:01:06,0,0.0
2025-02-10 12:01:11,0,0.0
2025-02-10 12:01:16,0,0.0
2025-02-10 12:01:21,0,0.0
2025-02-10 12:01:26,0,0.0
2025-02-10 12:01:31,0,0.0
2025-02-10 12:01:36,0,0.0
2025-02-10 12:01:41,0,0.0
2025-02-10 12:01:46,0,0.0
2025-02-10 12:01:51,0,0.0
2025-02-10 12:01:56,0,0.0
2025-02-10 12:02:01,0,0.0
2025-02-10 12:02:06,0,0.0
2025-02-10 12:02:11,0,0.0
2025-02-10 12:02:16,0,0.0
2025-02-10 12:02:21,0,0.0
2025-02-10 12:02:26,0,0.0
2025-02-10 12:02:31,0,0.0
2025-02-10 12:02:36,0,0.0
2025-02-10 12:02:41,0,0.0
2025-02-10 12:02:46,0,0.0
2025-02-10 12:02:51,0,0.0
2025-02-10 12:02:56,0,0.0
2025-02-10 12:03:01,0,0.0
2025-02-10 12:03:06,0,0.0
2025-02-10 12:03:11,0,0.0
2025-02-10 12:03:16,0,0.0
2025-02-10 12:03:21,0,0.0
2025-02-10 12:03:26,0,0.0
2025-02-10 12:03:31,0,0.0
2025-02-10 12:03:36,0,0.0
2025-02-10 12:03:41,0,0.0
2025-02-10 12:03:46,0,0.0
2025-02-10 12:03:51,0,0.0
2025-02-10 12:03:56,0,0.0
2025-02-10 12:04:01,0,0.0
2025-02-10 12:04:06,0,0.0
2025-02-10 12:04:11,0,0.0
2025-02-10 12:04:16,0,0.0
2025-02-10 12:04:21,0,0.0
2025-02-10 12:04:26,0,0.0
2025-02-10 12:04:31,0,0.0
2025-02-10 12:04:36,0,0.0
2025-02-10 12:04:41,0,0.0
2025-02-10 12:04:46,0,0.0
